date,year,month,day,weekday,quarter,revenue,cost,operating_profit,net_profit,active_users,orders,avg_order_value,conversion_rate,satisfaction_score,churn_rate,new_signups,repeat_purchase_rate,marketing_cost,roi,domestic_ratio,overseas_ratio,online_ratio,offline_ratio
2023-05-14,2023,5,14,Sunday,Q2,11354,7182,4172,3342,769,153,74.0,3.88,75.1,0.5,46,39.3,677,616.2,62.0,38.0,47.6,52.4
2023-05-15,2023,5,15,Monday,Q2,15874,10324,5550,4677,754,214,74.0,2.42,80.6,4.77,56,39.6,1533,362.0,67.5,32.5,48.3,51.7
2023-05-16,2023,5,16,Tuesday,Q2,12336,7835,4501,3686,586,166,74.0,4.89,75.3,1.1,13,34.7,912,493.5,74.5,25.5,45.5,54.5
2023-05-17,2023,5,17,Wednesday,Q2,12758,8226,4532,3184,606,172,74.0,5.05,80.4,4.02,15,39.9,967,468.7,73.2,26.8,45.8,54.2
2023-05-18,2023,5,18,Thursday,Q2,13982,9729,4253,3216,665,189,74.0,4.44,82.0,0.5,39,38.8,1331,319.5,65.4,34.6,51.4,48.6
2023-05-19,2023,5,19,Friday,Q2,15192,10567,4625,3302,723,206,74.0,2.7,83.1,4.95,23,41.7,1113,415.5,63.4,36.6,46.6,53.4
2023-05-20,2023,5,20,Saturday,Q2,11261,7602,3659,2645,767,153,74.0,2.88,82.6,4.13,36,41.9,631,579.9,56.7,43.3,44.8,55.2
2023-05-21,2023,5,21,Sunday,Q2,11113,7130,3983,3365,757,151,74.0,2.34,76.9,2.62,37,40.7,827,481.6,69.4,30.6,49.6,50.4
2023-05-22,2023,5,22,Monday,Q2,15443,10003,5440,3878,737,210,74.0,5.15,80.2,0.6,15,43.7,1154,471.4,69.3,30.7,49.5,50.5
2023-05-23,2023,5,23,Tuesday,Q2,12949,8859,4090,3160,619,177,73.0,3.93,83.2,0.5,19,39.1,1089,375.6,66.1,33.9,44.2,55.8
2023-05-24,2023,5,24,Wednesday,Q2,14673,9758,4915,3897,702,201,73.0,3.93,80.8,1.15,40,41.5,806,609.8,73.8,26.2,42.6,57.4
2023-05-25,2023,5,25,Thursday,Q2,19903,13435,6468,5267,733,210,95.0,4.8,83.7,4.15,24,37.3,1637,395.1,62.3,37.7,48.7,51.3
2023-05-26,2023,5,26,Friday,Q2,18476,12812,5664,4315,681,195,95.0,3.24,83.3,2.51,54,42.6,1754,322.9,66.2,33.8,51.0,49.0
2023-05-27,2023,5,27,Saturday,Q2,13101,8528,4573,3713,690,138,95.0,4.53,82.1,2.81,25,38.3,840,544.4,60.1,39.9,47.6,52.4
2023-05-28,2023,5,28,Sunday,Q2,14227,8639,5588,3945,750,151,94.0,5.1,84.5,4.2,39,41.5,1070,522.2,71.7,28.3,50.9,49.1
2023-05-29,2023,5,29,Monday,Q2,17717,11459,6258,5000,655,188,94.0,4.4,77.8,1.47,20,43.1,1244,503.1,57.8,42.2,45.7,54.3
2023-05-30,2023,5,30,Tuesday,Q2,16914,10453,6461,5230,625,180,94.0,2.46,81.2,1.58,33,39.9,944,684.4,59.4,40.6,43.1,56.9
2023-05-31,2023,5,31,Wednesday,Q2,18663,11887,6776,5519,691,199,94.0,3.21,76.8,2.98,47,41.3,955,709.5,56.2,43.8,49.1,50.9
2023-06-01,2023,6,1,Thursday,Q2,14544,9823,4721,3346,701,202,72.0,2.24,80.0,3.82,20,41.3,1236,382.0,69.2,30.8,51.5,48.5
2023-06-02,2023,6,2,Friday,Q2,14624,10219,4405,3324,705,204,72.0,3.46,79.3,6.28,40,37.7,824,534.6,69.9,30.1,50.9,49.1
2023-06-03,2023,6,3,Saturday,Q2,9943,6091,3852,2871,686,139,72.0,3.89,77.6,1.84,22,39.5,617,624.3,57.5,42.5,50.6,49.4
2023-06-04,2023,6,4,Sunday,Q2,10735,6601,4134,3059,741,150,72.0,4.53,82.8,2.21,19,37.1,650,636.0,60.6,39.4,50.9,49.1
2023-06-05,2023,6,5,Monday,Q2,14313,8596,5717,4587,692,200,72.0,3.96,75.4,1.81,51,43.5,906,631.0,66.9,33.1,49.6,50.4
2023-06-06,2023,6,6,Tuesday,Q2,13296,8336,4960,3865,644,187,71.0,3.42,75.1,4.71,23,37.4,676,733.7,59.5,40.5,48.4,51.6
2023-06-07,2023,6,7,Wednesday,Q2,12843,8130,4713,3781,622,181,71.0,4.8,75.3,2.01,26,40.0,845,557.8,74.8,25.2,42.6,57.4
2023-06-08,2023,6,8,Thursday,Q2,15273,9750,5523,4479,741,215,71.0,3.66,76.6,6.61,27,41.1,1066,518.1,62.5,37.5,44.9,55.1
2023-06-09,2023,6,9,Friday,Q2,11792,7761,4031,3312,573,167,71.0,4.18,82.1,3.02,35,37.9,899,448.4,72.4,27.6,47.5,52.5
2023-06-10,2023,6,10,Saturday,Q2,10614,6576,4038,2842,737,150,71.0,4.77,79.2,4.84,38,40.7,687,587.8,69.9,30.1,45.6,54.4
2023-06-11,2023,6,11,Sunday,Q2,10099,6232,3867,2961,702,143,71.0,4.66,81.0,2.02,26,42.2,529,731.0,68.2,31.8,51.6,48.4
2023-06-12,2023,6,12,Monday,Q2,13608,9061,4547,3446,663,194,70.0,3.34,78.6,3.27,28,44.1,1007,451.5,62.3,37.7,50.3,49.7
2023-06-13,2023,6,13,Tuesday,Q2,11953,7598,4355,3412,583,170,70.0,3.52,76.1,6.37,40,39.1,987,441.2,64.5,35.5,43.2,56.8
2023-06-14,2023,6,14,Wednesday,Q2,15240,9456,5784,4314,744,218,70.0,3.74,83.4,1.64,42,37.8,903,640.5,64.8,35.2,49.5,50.5
2023-06-15,2023,6,15,Thursday,Q2,14912,9004,5908,4240,729,214,70.0,3.01,77.5,2.39,34,39.3,1135,520.5,62.2,37.8,43.9,56.1
2023-06-16,2023,6,16,Friday,Q2,14010,8849,5161,3826,686,201,70.0,3.49,80.3,3.7,20,34.8,1303,396.1,66.1,33.9,45.6,54.4
2023-06-17,2023,6,17,Saturday,Q2,9136,5948,3188,2674,640,131,70.0,4.83,81.9,4.51,36,40.9,700,455.4,62.8,37.2,46.6,53.4
2023-06-18,2023,6,18,Sunday,Q2,10372,6640,3732,2756,727,150,69.0,5.04,81.4,2.55,30,40.4,585,637.9,72.8,27.2,44.5,55.5
2023-06-19,2023,6,19,Monday,Q2,13302,8459,4843,3702,654,192,69.0,4.45,84.6,4.02,44,42.6,1012,478.6,71.3,28.7,48.6,51.4
2023-06-20,2023,6,20,Tuesday,Q2,13347,9229,4118,3085,656,193,69.0,3.24,79.1,3.58,33,38.0,866,475.5,68.5,31.5,51.3,48.7
2023-06-21,2023,6,21,Wednesday,Q2,15137,9453,5684,4269,746,220,69.0,2.65,81.1,2.15,42,38.3,1073,529.7,68.3,31.7,45.5,54.5
2023-06-22,2023,6,22,Thursday,Q2,12707,8275,4432,3621,627,185,69.0,4.01,79.8,3.85,40,39.4,985,449.9,65.9,34.1,50.0,50.0
2023-06-23,2023,6,23,Friday,Q2,14062,9721,4341,3546,694,205,69.0,2.19,80.3,3.52,29,35.3,982,442.1,72.6,27.4,48.8,51.2
2023-06-24,2023,6,24,Saturday,Q2,8348,5561,2787,1951,589,122,68.0,2.49,77.5,2.21,19,44.3,724,384.9,58.3,41.7,43.9,56.1
2023-06-25,2023,6,25,Sunday,Q2,13217,8767,4450,3447,719,149,89.0,2.78,83.0,0.67,32,38.0,1284,346.6,58.8,41.2,46.0,54.0
2023-06-26,2023,6,26,Monday,Q2,14788,9135,5653,4773,564,167,89.0,3.42,81.8,2.34,27,42.0,1233,458.5,62.1,37.9,49.4,50.6
2023-06-27,2023,6,27,Tuesday,Q2,14928,10274,4654,3716,570,169,88.0,3.39,75.9,2.33,23,35.3,1503,309.6,72.9,27.1,50.0,50.0
2023-06-28,2023,6,28,Wednesday,Q2,14534,9418,5116,4182,555,165,88.0,4.89,78.2,1.82,37,43.6,1266,404.1,59.0,41.0,45.1,54.9
2023-06-29,2023,6,29,Thursday,Q2,17882,10914,6968,5285,684,204,88.0,4.18,81.9,2.86,50,44.4,918,759.0,66.8,33.2,51.8,48.2
2023-06-30,2023,6,30,Friday,Q2,16218,10856,5362,4129,621,185,88.0,4.49,81.4,0.5,25,38.1,1189,451.0,69.9,30.1,51.6,48.4
2023-07-01,2023,7,1,Saturday,Q3,9350,5686,3664,3005,666,139,67.0,2.21,84.6,1.6,42,44.9,583,628.5,72.6,27.4,52.4,47.6
2023-07-02,2023,7,2,Sunday,Q3,8170,5391,2779,2237,583,122,67.0,4.04,77.2,1.75,29,42.1,726,382.8,56.9,43.1,48.3,51.7
2023-07-03,2023,7,3,Monday,Q3,12518,8724,3794,3205,626,188,67.0,4.77,78.0,3.46,47,35.2,1174,323.2,60.4,39.6,46.6,53.4
2023-07-04,2023,7,4,Tuesday,Q3,13974,8425,5549,4513,700,210,67.0,2.93,75.5,6.23,37,38.5,1058,524.5,65.0,35.0,47.9,52.1
2023-07-05,2023,7,5,Wednesday,Q3,11380,7710,3670,2571,570,171,67.0,3.11,76.8,3.75,37,36.7,1022,359.1,58.1,41.9,51.9,48.1
2023-07-06,2023,7,6,Thursday,Q3,12853,8994,3859,3021,645,194,66.0,4.83,77.4,6.2,15,43.8,859,449.2,73.2,26.8,48.5,51.5
2023-07-07,2023,7,7,Friday,Q3,12863,8935,3928,2903,646,195,66.0,4.76,76.6,2.92,31,41.7,790,497.2,72.5,27.5,51.3,48.7
2023-07-08,2023,7,8,Saturday,Q3,9449,6160,3289,2303,679,143,66.0,2.78,81.3,6.42,26,35.3,778,422.8,67.6,32.4,45.4,54.6
2023-07-09,2023,7,9,Sunday,Q3,8456,5672,2784,2049,609,129,66.0,4.29,79.8,5.18,23,43.8,691,402.9,61.1,38.9,50.7,49.3
2023-07-10,2023,7,10,Monday,Q3,13237,8034,5203,4103,668,202,66.0,3.35,83.8,6.37,37,41.2,871,597.4,73.2,26.8,46.4,53.6
2023-07-11,2023,7,11,Tuesday,Q3,13019,9075,3944,2788,658,199,65.0,4.36,84.7,5.09,49,40.2,1238,318.6,70.2,29.8,48.2,51.8
2023-07-12,2023,7,12,Wednesday,Q3,12664,8597,4067,3293,641,194,65.0,3.57,79.2,3.53,15,43.4,752,540.8,74.7,25.3,44.1,55.9
2023-07-13,2023,7,13,Thursday,Q3,14539,8822,5717,4645,737,224,65.0,2.1,80.6,2.19,55,43.8,986,579.8,63.2,36.8,43.5,56.5
2023-07-14,2023,7,14,Friday,Q3,13515,8814,4701,3905,686,208,65.0,3.21,77.1,2.04,26,42.0,1027,457.7,57.5,42.5,49.0,51.0
2023-07-15,2023,7,15,Saturday,Q3,8355,5286,3069,2346,606,129,65.0,2.62,84.0,0.5,25,40.7,727,422.1,70.2,29.8,46.5,53.5
2023-07-16,2023,7,16,Sunday,Q3,8688,5673,3015,2220,631,134,65.0,3.17,77.7,6.48,24,40.0,847,356.0,59.0,41.0,51.8,48.2
2023-07-17,2023,7,17,Monday,Q3,10875,7536,3339,2743,554,169,64.0,3.95,79.1,1.55,12,40.8,907,368.1,67.3,32.7,47.8,52.2
2023-07-18,2023,7,18,Tuesday,Q3,11389,7292,4097,3198,581,177,64.0,2.0,85.1,3.3,21,40.8,853,480.3,62.2,37.8,49.3,50.7
2023-07-19,2023,7,19,Wednesday,Q3,13769,9119,4650,3390,703,215,64.0,2.38,81.5,6.09,28,38.7,1074,433.0,65.3,34.7,43.0,57.0
2023-07-20,2023,7,20,Thursday,Q3,13431,8592,4839,3908,687,210,64.0,3.04,80.2,6.88,25,44.0,735,658.4,66.0,34.0,52.1,47.9
2023-07-21,2023,7,21,Friday,Q3,11336,6925,4411,3706,580,178,64.0,2.44,82.4,5.55,28,40.4,919,480.0,61.1,38.9,49.9,50.1
2023-07-22,2023,7,22,Saturday,Q3,8307,5592,2715,1990,608,131,63.0,3.62,78.8,2.75,38,35.5,710,382.4,68.3,31.7,43.6,56.4
2023-07-23,2023,7,23,Sunday,Q3,7491,4855,2636,1884,549,118,63.0,3.79,81.9,4.85,31,36.0,444,593.7,69.2,30.8,47.3,52.7
2023-07-24,2023,7,24,Monday,Q3,12346,7955,4391,3647,635,195,63.0,3.81,81.3,4.92,14,42.5,742,591.8,63.3,36.7,46.0,54.0
2023-07-25,2023,7,25,Tuesday,Q3,17874,11772,6102,5063,708,218,82.0,3.1,85.2,6.15,53,42.4,956,638.3,66.9,33.1,52.8,47.2
2023-07-26,2023,7,26,Wednesday,Q3,18462,11269,7193,5706,732,226,82.0,2.71,75.5,3.39,29,39.7,1374,523.5,74.2,25.8,44.7,55.3
2023-07-27,2023,7,27,Thursday,Q3,14637,8821,5816,4783,581,179,82.0,2.9,75.9,5.52,41,43.2,1157,502.7,64.7,35.3,48.1,51.9
2023-07-28,2023,7,28,Friday,Q3,14871,9576,5295,4068,591,183,81.0,4.8,80.9,2.44,32,36.6,1077,491.6,57.1,42.9,45.0,55.0
2023-07-29,2023,7,29,Saturday,Q3,12225,8084,4141,3041,695,151,81.0,3.77,80.7,2.01,32,41.4,836,495.3,67.8,32.2,52.4,47.6
2023-07-30,2023,7,30,Sunday,Q3,9710,6195,3515,2490,553,120,81.0,2.96,80.6,2.15,31,44.7,683,514.6,59.8,40.2,51.8,48.2
2023-07-31,2023,7,31,Monday,Q3,16329,11215,5114,4341,651,202,81.0,3.36,78.4,5.24,24,37.6,1342,381.1,65.4,34.6,52.8,47.2
2023-08-01,2023,8,1,Tuesday,Q3,11822,8093,3729,2968,614,191,62.0,4.72,76.3,6.16,18,44.6,1118,333.5,61.3,38.7,46.7,53.3
2023-08-02,2023,8,2,Wednesday,Q3,13432,8411,5021,3736,698,217,62.0,2.37,85.2,0.5,44,44.3,1157,434.0,63.7,36.3,49.5,50.5
2023-08-03,2023,8,3,Thursday,Q3,13706,8563,5143,4191,714,222,62.0,2.94,75.9,4.89,14,43.3,752,683.9,62.8,37.2,43.9,56.1
2023-08-04,2023,8,4,Friday,Q3,13437,8499,4938,3497,700,219,61.0,2.62,83.2,0.53,38,44.1,744,663.7,58.3,41.7,52.9,47.1
2023-08-05,2023,8,5,Saturday,Q3,9049,6046,3003,2242,675,147,62.0,2.32,85.0,4.17,41,44.6,672,446.9,72.5,27.5,48.8,51.2
2023-08-06,2023,8,6,Sunday,Q3,8220,4991,3229,2546,614,134,61.0,3.99,76.9,0.78,48,37.9,544,593.6,65.0,35.0,48.0,52.0
2023-08-07,2023,8,7,Monday,Q3,11817,7622,4195,2975,618,193,61.0,3.14,79.3,5.48,14,40.8,812,516.6,66.6,33.4,52.8,47.2
2023-08-08,2023,8,8,Tuesday,Q3,10784,7329,3455,2465,565,177,61.0,2.32,84.2,3.88,29,44.3,1017,339.7,74.8,25.2,49.5,50.5
2023-08-09,2023,8,9,Wednesday,Q3,10611,6397,4214,3107,556,174,61.0,2.47,79.3,2.37,13,37.3,912,462.1,60.3,39.7,43.9,56.1
2023-08-10,2023,8,10,Thursday,Q3,10953,7001,3952,2929,575,181,61.0,2.27,76.0,1.06,32,41.7,956,413.4,55.2,44.8,51.6,48.4
2023-08-11,2023,8,11,Friday,Q3,11482,7282,4200,2943,604,190,60.0,4.64,77.3,1.02,14,37.4,587,715.5,68.1,31.9,44.8,55.2
2023-08-12,2023,8,12,Saturday,Q3,9499,6121,3378,2655,714,157,61.0,2.57,81.7,6.16,44,40.3,674,501.2,72.4,27.6,52.2,47.8
2023-08-13,2023,8,13,Sunday,Q3,8701,5960,2741,2287,655,144,60.0,3.76,82.6,2.58,17,36.3,755,363.0,73.8,26.2,52.9,47.1
2023-08-14,2023,8,14,Monday,Q3,13061,8727,4334,3099,689,217,60.0,4.22,80.4,5.61,31,39.5,981,441.8,64.8,35.2,44.9,55.1
2023-08-15,2023,8,15,Tuesday,Q3,12598,7999,4599,3554,665,210,60.0,3.35,76.6,5.83,39,43.3,658,698.9,66.6,33.4,44.2,55.8
2023-08-16,2023,8,16,Wednesday,Q3,10711,6890,3821,2696,566,179,60.0,3.41,81.7,6.82,40,41.1,751,508.8,64.5,35.5,47.1,52.9
2023-08-17,2023,8,17,Thursday,Q3,11769,7707,4062,3370,623,197,60.0,3.92,84.4,4.7,22,41.0,863,470.7,63.1,36.9,51.1,48.9
2023-08-18,2023,8,18,Friday,Q3,11461,7521,3940,2827,607,192,60.0,4.8,84.3,2.4,35,38.3,1096,359.5,66.9,33.1,43.4,56.6
2023-08-19,2023,8,19,Saturday,Q3,8847,6071,2776,2311,670,149,59.0,4.59,82.5,3.47,17,44.0,894,310.5,67.6,32.4,43.9,56.1
2023-08-20,2023,8,20,Sunday,Q3,7680,5068,2612,1979,582,129,60.0,2.81,82.3,1.14,27,42.2,602,433.9,66.0,34.0,45.3,54.7
2023-08-21,2023,8,21,Monday,Q3,12929,9046,3883,2958,687,218,59.0,4.07,80.9,3.35,48,37.4,993,391.0,72.3,27.7,46.1,53.9
2023-08-22,2023,8,22,Tuesday,Q3,12451,7647,4804,3584,662,210,59.0,4.49,77.3,2.76,29,43.4,742,647.4,55.4,44.6,43.8,56.2
2023-08-23,2023,8,23,Wednesday,Q3,10246,6184,4062,3245,546,173,59.0,4.01,80.5,3.65,22,44.0,726,559.5,60.9,39.1,52.8,47.2
2023-08-24,2023,8,24,Thursday,Q3,13009,7930,5079,3979,693,221,59.0,2.55,78.6,0.5,38,39.8,791,642.1,62.1,37.9,45.7,54.3
2023-08-25,2023,8,25,Friday,Q3,14434,9131,5303,3877,592,189,76.0,4.68,75.7,4.52,25,43.0,1028,515.9,66.6,33.4,45.8,54.2
2023-08-26,2023,8,26,Saturday,Q3,10930,7519,3411,2517,641,143,76.0,2.93,79.5,1.61,36,37.3,834,409.0,71.3,28.7,47.7,52.3
2023-08-27,2023,8,27,Sunday,Q3,10652,6761,3891,2815,626,140,76.0,2.52,78.2,3.45,22,43.1,752,517.4,58.6,41.4,48.7,51.3
2023-08-28,2023,8,28,Monday,Q3,13121,8364,4757,3662,540,172,76.0,3.51,82.4,6.81,22,43.3,688,691.4,66.2,33.8,51.2,48.8
2023-08-29,2023,8,29,Tuesday,Q3,14106,9289,4817,3933,581,186,76.0,2.09,77.4,4.51,12,38.9,1069,450.6,65.7,34.3,46.7,53.3
2023-08-30,2023,8,30,Wednesday,Q3,12881,8668,4213,3417,531,170,76.0,4.14,81.5,0.65,38,43.7,1076,391.5,59.0,41.0,50.7,49.3
2023-08-31,2023,8,31,Thursday,Q3,16262,11345,4917,3852,671,215,76.0,3.88,78.8,5.3,16,45.0,1486,330.9,64.6,35.4,49.6,50.4
2023-09-01,2023,9,1,Friday,Q3,10295,6578,3717,2928,553,177,58.0,4.36,85.0,5.55,42,38.4,536,693.5,57.7,42.3,48.3,51.7
2023-09-02,2023,9,2,Saturday,Q3,7372,4456,2916,2182,566,127,58.0,2.74,79.9,3.81,33,39.2,433,673.4,58.5,41.5,53.0,47.0
2023-09-03,2023,9,3,Sunday,Q3,7584,5134,2450,2007,582,131,58.0,3.38,83.9,4.24,40,36.7,627,390.7,65.3,34.7,49.6,50.4
2023-09-04,2023,9,4,Monday,Q3,12407,8123,4284,3236,668,214,58.0,4.3,76.9,2.06,14,39.2,929,461.1,55.8,44.2,52.3,47.7
2023-09-05,2023,9,5,Tuesday,Q3,11715,7125,4590,3415,631,203,58.0,3.96,78.6,2.03,13,37.5,736,623.6,67.4,32.6,43.9,56.1
2023-09-06,2023,9,6,Wednesday,Q3,10604,7075,3529,2505,571,184,58.0,4.5,82.1,0.75,42,42.8,1001,352.5,55.6,44.4,53.3,46.7
2023-09-07,2023,9,7,Thursday,Q3,13098,8801,4297,3144,706,227,58.0,2.2,84.7,4.09,33,37.5,1245,345.1,63.2,36.8,52.2,47.8
2023-09-08,2023,9,8,Friday,Q3,10138,6571,3567,2761,547,176,58.0,3.68,75.7,0.5,22,45.5,603,591.5,67.6,32.4,46.9,53.1
2023-09-09,2023,9,9,Saturday,Q3,7210,4793,2417,2020,556,125,58.0,2.67,81.1,5.88,12,44.7,446,541.9,58.6,41.4,48.9,51.1
2023-09-10,2023,9,10,Sunday,Q3,9098,6363,2735,2128,702,158,58.0,4.29,79.4,5.58,18,45.2,680,402.2,62.9,37.1,44.3,55.7
2023-09-11,2023,9,11,Monday,Q3,10908,6877,4031,3247,590,190,57.0,2.11,84.0,4.37,27,38.0,745,541.1,55.1,44.9,49.1,50.9
2023-09-12,2023,9,12,Tuesday,Q3,10521,6698,3823,3004,569,183,57.0,3.42,79.9,5.33,14,40.8,867,440.9,70.5,29.5,44.0,56.0
2023-09-13,2023,9,13,Wednesday,Q3,13066,8637,4429,3609,707,228,57.0,3.23,84.8,2.45,24,38.5,1183,374.4,71.8,28.2,46.8,53.2
2023-09-14,2023,9,14,Thursday,Q3,12203,7412,4791,3907,661,213,57.0,4.29,83.1,1.74,25,44.9,1014,472.5,67.0,33.0,52.6,47.4
2023-09-15,2023,9,15,Friday,Q3,11111,7036,4075,3017,602,194,57.0,3.54,84.9,5.58,28,39.3,706,577.2,58.1,41.9,51.5,48.5
2023-09-16,2023,9,16,Saturday,Q3,8141,5213,2928,2284,630,142,57.0,2.14,83.4,2.52,23,46.2,456,642.1,55.6,44.4,50.1,49.9
2023-09-17,2023,9,17,Sunday,Q3,7127,4561,2566,1808,552,125,57.0,2.17,84.0,2.86,24,44.7,630,407.3,60.9,39.1,50.8,49.2
2023-09-18,2023,9,18,Monday,Q3,9868,5955,3913,3092,535,173,57.0,2.38,84.3,1.06,27,40.7,671,583.2,69.6,30.4,44.8,55.2
2023-09-19,2023,9,19,Tuesday,Q3,12532,8263,4269,3482,680,220,57.0,4.24,83.2,0.97,47,39.5,1063,401.6,62.9,37.1,46.6,53.4
2023-09-20,2023,9,20,Wednesday,Q3,13036,8409,4627,3623,707,229,57.0,2.72,80.6,2.73,20,38.2,1217,380.2,74.1,25.9,45.8,54.2
2023-09-21,2023,9,21,Thursday,Q3,9925,6237,3688,3112,539,174,57.0,2.64,84.9,3.5,33,46.4,901,409.3,61.8,38.2,46.3,53.7
2023-09-22,2023,9,22,Friday,Q3,11582,6986,4596,3573,629,203,57.0,2.92,76.1,5.08,20,40.3,900,510.7,71.1,28.9,50.7,49.3
2023-09-23,2023,9,23,Saturday,Q3,8279,5525,2754,2230,642,145,57.0,3.64,78.6,5.87,32,39.8,717,384.1,72.2,27.8,48.7,51.3
2023-09-24,2023,9,24,Sunday,Q3,8233,5403,2830,2075,639,145,57.0,4.35,81.5,3.66,40,40.2,767,369.0,74.6,25.4,46.1,53.9
2023-09-25,2023,9,25,Monday,Q3,14843,10008,4835,4060,620,201,74.0,3.3,78.8,6.0,42,41.2,1496,323.2,57.6,42.4,44.0,56.0
2023-09-26,2023,9,26,Tuesday,Q3,15473,10053,5420,4292,647,209,74.0,2.31,82.6,5.79,36,42.6,863,628.0,59.6,40.4,48.1,51.9
2023-09-27,2023,9,27,Wednesday,Q3,15886,9754,6132,4976,664,215,74.0,3.45,82.6,0.78,44,40.3,1105,554.9,64.8,35.2,53.1,46.9
2023-09-28,2023,9,28,Thursday,Q3,14239,9662,4577,3798,595,193,74.0,2.17,80.1,2.99,22,36.6,931,491.6,55.4,44.6,49.0,51.0
2023-09-29,2023,9,29,Friday,Q3,12820,7947,4873,4043,536,174,74.0,4.48,85.2,3.29,33,40.4,835,583.6,61.3,38.7,46.7,53.3
2023-09-30,2023,9,30,Saturday,Q3,10025,6029,3996,3239,599,136,74.0,4.28,84.6,5.27,18,46.0,727,549.7,58.2,41.8,47.6,52.4
2023-10-01,2023,10,1,Sunday,Q4,7240,4655,2585,2073,562,127,57.0,4.38,76.7,6.11,16,37.6,673,384.1,68.9,31.1,47.7,52.3
2023-10-02,2023,10,2,Monday,Q4,12986,9014,3972,3067,706,229,57.0,2.36,82.4,0.93,27,45.0,936,424.4,60.8,39.2,49.8,50.2
2023-10-03,2023,10,3,Tuesday,Q4,11210,7800,3410,2627,609,197,57.0,2.2,85.0,4.13,40,46.5,745,457.7,60.2,39.8,49.1,50.9
2023-10-04,2023,10,4,Wednesday,Q4,11351,7640,3711,2695,617,200,57.0,3.6,82.6,5.64,34,38.8,669,554.7,69.9,30.1,48.8,51.2
2023-10-05,2023,10,5,Thursday,Q4,12285,7622,4663,3346,668,216,57.0,2.21,77.3,2.75,16,41.3,950,490.8,66.6,33.4,46.8,53.2
2023-10-06,2023,10,6,Friday,Q4,10795,7101,3694,2915,587,190,57.0,4.39,82.4,4.43,12,39.6,674,548.1,70.0,30.0,45.5,54.5
2023-10-07,2023,10,7,Saturday,Q4,8589,5300,3289,2782,667,151,57.0,2.21,77.4,3.91,39,45.6,660,498.3,59.3,40.7,47.8,52.2
2023-10-08,2023,10,8,Sunday,Q4,8904,5402,3502,2941,691,156,57.0,3.29,84.8,4.74,26,44.0,743,471.3,74.5,25.5,46.4,53.6
2023-10-09,2023,10,9,Monday,Q4,12754,8100,4654,3290,693,224,57.0,4.09,76.5,5.82,48,41.2,1183,393.4,67.2,32.8,49.1,50.9
2023-10-10,2023,10,10,Tuesday,Q4,13090,8635,4455,3689,711,230,57.0,4.71,83.2,0.5,50,38.3,984,452.7,62.8,37.2,50.5,49.5
2023-10-11,2023,10,11,Wednesday,Q4,12466,7781,4685,3784,677,219,57.0,2.38,80.9,4.33,17,43.7,1053,444.9,73.3,26.7,51.7,48.3
2023-10-12,2023,10,12,Thursday,Q4,10293,6855,3438,2602,559,181,57.0,2.54,77.3,4.34,43,44.8,971,354.1,74.8,25.2,48.1,51.9
2023-10-13,2023,10,13,Friday,Q4,10810,6745,4065,3031,587,190,57.0,2.39,84.2,3.65,25,44.8,848,479.4,62.3,37.7,49.5,50.5
2023-10-14,2023,10,14,Saturday,Q4,8682,5274,3408,2402,673,152,57.0,3.31,84.9,5.12,22,43.1,573,594.8,56.8,43.2,46.5,53.5
2023-10-15,2023,10,15,Sunday,Q4,9189,6036,3153,2288,712,161,57.0,1.94,80.8,0.5,45,40.6,870,362.4,61.0,39.0,45.2,54.8
2023-10-16,2023,10,16,Monday,Q4,13160,8846,4314,3361,714,231,57.0,1.99,80.5,0.5,23,44.0,902,478.3,56.8,43.2,47.2,52.8
2023-10-17,2023,10,17,Tuesday,Q4,12217,8395,3822,3049,662,214,57.0,4.06,82.1,4.25,41,44.0,671,569.6,61.3,38.7,46.0,54.0
2023-10-18,2023,10,18,Wednesday,Q4,11948,7353,4595,3572,647,209,57.0,4.29,84.4,0.73,25,42.1,946,485.7,64.7,35.3,48.0,52.0
2023-10-19,2023,10,19,Thursday,Q4,11505,7082,4423,3537,623,201,57.0,1.99,80.0,3.08,39,40.9,996,444.1,55.7,44.3,46.8,53.2
2023-10-20,2023,10,20,Friday,Q4,11976,7905,4071,2992,648,209,57.0,3.24,81.8,1.81,48,39.0,1049,388.1,71.5,28.5,48.2,51.8
2023-10-21,2023,10,21,Saturday,Q4,8942,5976,2966,2268,691,156,57.0,3.19,76.5,2.79,40,38.7,768,386.2,59.0,41.0,49.2,50.8
2023-10-22,2023,10,22,Sunday,Q4,8691,5798,2893,2197,671,151,58.0,4.52,77.3,6.04,14,40.8,543,532.8,55.6,44.4,45.1,54.9
2023-10-23,2023,10,23,Monday,Q4,11371,6845,4526,3415,614,198,57.0,2.45,81.7,6.22,20,40.4,759,596.3,71.5,28.5,51.4,48.6
2023-10-24,2023,10,24,Tuesday,Q4,12158,7380,4778,4043,657,211,58.0,3.37,79.1,6.34,26,40.8,597,800.3,66.5,33.5,53.7,46.3
2023-10-25,2023,10,25,Wednesday,Q4,16963,11157,5806,4438,704,227,75.0,2.07,83.5,2.81,19,38.6,904,642.3,66.0,34.0,45.9,54.1
2023-10-26,2023,10,26,Thursday,Q4,15047,9661,5386,4264,624,201,75.0,2.47,76.7,2.2,34,40.1,1394,386.4,59.4,40.6,49.8,50.2
